TransactionID,CustomerID,CustomerDOB,CustGender,CustLocation,CustAccountBalance,TransactionDate,TransactionTime,TransactionAmount (INR)
T10397,C2812389,,M,NEW DELHI,152491.04,27/9/16,164348,120.18
T339133,C7328320,16/4/85,M,JAIPUR,56349.04,15/8/16,192750,4299.0
T906538,C1841276,26/5/69,M,NOIDA,40268.5,12/9/16,135439,539.0
T53707,C1212460,30/12/92,F,BANGALORE,22787.5,3/8/16,175920,3625.0
T6986,C2037287,14/8/81,F,NEW DELHI,20494.87,25/9/16,232933,49.0
T525076,C1635211,1/1/1800,M,MUMBAI,,19/8/16,233252,1.0
T462100,C5810453,5/11/52,F,RAJKOT,8595.98,21/8/16,153028,299.0
T2267,C8924075,5/8/75,M,GURGAON,7060.46,21/10/16,152925,110.0
T273491,C8730887,23/5/91,M,MUMBAI,8010.36,11/8/16,40826,414.67
T677682,C5831255,10/5/55,M,CHENNAI VEGITABLES CHENNAI,128978.64,28/8/16,112628,721.0
T990627,C6975520,7/4/92,M,BANGALORE,649759.0,15/9/16,202211,781.0
T608898,C3038075,8/11/94,M,SURAT,72.92,26/8/16,65701,150.0
T46713,C3034666,18/2/87,F,NEW DELHI,4554.13,3/8/16,55513,70.0
T696468,C2171145,17/9/62,M,SURAT,2478.1,31/8/16,195945,40.0
T777607,C4389364,6/2/88,M,NARNAUL,3918.51,6/9/16,155856,250.0
T277872,C4542079,26/5/67,M,CHENNAI,3056.69,12/8/16,233133,50.0
T117199,C1427833,1/1/1800,M,GURGAON,25.13,6/8/16,50037,39.99
T628593,C1323543,15/4/86,F,AHMEDABAD,12703.97,25/8/16,153928,63.0
T280940,C6524559,29/12/93,M,LUDHIANA,392.47,11/8/16,105453,1100.0
T696983,C6939688,18/1/67,M,VIDISHA,29017.34,30/8/16,130553,6999.0
T555261,C8312381,10/9/93,M,BELGAUM,49019.71,22/8/16,95139,100.0
T206057,C8924548,30/1/80,M,KOTTAYAM,50629.19,8/8/16,134738,500.0
T508933,C4713657,8/10/95,M,MUMBAI,12349.34,19/8/16,180400,1425.0
T312594,C1911746,1/1/1800,M,UDAIPUR,369786.87,10/8/16,194404,292.0
T664557,C3524466,1/1/1800,M,BANGALORE,14424.91,28/8/16,210759,185.0
T12433,C3154082,17/1/86,F,MUMBAI,8148.9,27/9/16,163010,2000.0
T726193,C5454373,25/3/96,M,FARIDABAD,75.81,2/9/16,80307,20.0
T411718,C7426233,14/5/75,M,JAIPUR,3700.15,18/8/16,190001,1927.6
T328598,C6511447,21/1/87,F,MUMBAI,80714.38,15/8/16,123633,295.0
T986552,C7268564,1/1/1800,M,HYDERABAD,287259.07,15/9/16,1207,600.0
T700611,C1084834,3/5/85,M,ERNAKULAM,19.62,30/8/16,122345,100.0
T6999,C2617140,6/2/91,M,MUMBAI,7685.27,25/9/16,193603,240.0
T667478,C8832071,1/1/88,M,RUDRAPUR,53398.32,28/8/16,200007,170.0
T828819,C6830392,10/8/93,M,PRAKASAM DIST (AP),6250.46,4/9/16,133835,14.0
T518747,C8332486,5/12/90,M,MUMBAI,14931.62,19/8/16,232948,297.0
T1041631,C4516281,7/3/91,M,BALASORE,3828.62,18/9/16,144153,200.0
T414673,C1219526,26/6/94,M,BAGESHWAR,2899.65,18/8/16,135440,30.0
T66479,C6024416,23/5/75,M,UDAIPURA,13271.92,2/8/16,102649,289.29
T767357,C7138378,10/8/85,M,GURGAON,84348.94,1/9/16,5203,429.0
T582654,C2027315,13/1/93,M,DELHI,3215.36,22/8/16,201349,1588.0
T183783,C3268417,7/11/75,M,GHAZIABAD,46895.7,9/8/16,123906,300.0
T361892,C2715665,16/7/86,M,NEW DELHI,14776.01,14/8/16,180214,2660.0
T961577,C2899281,7/4/90,F,MUMBAI,164855.2,10/9/16,174000,740.0
T9554,C7130242,28/6/92,M,RANCHI,12330.03,25/9/16,202728,550.0
T692834,C2034671,9/12/82,M,NAVI MUMBAI,2168.98,31/8/16,230525,3331.0
T593052,C1279492,15/7/80,M,GURGAON,151938.38,27/8/16,203814,1846.0
T578248,C7785074,26/8/92,M,KURUKSHETRA,627.17,22/8/16,204212,240.0
T245404,C4122148,29/12/91,M,SINDHUDURG,214.24,7/8/16,184405,810.0
T792997,C2112970,21/7/62,M,DELHI,18361.26,5/9/16,83807,700.0
T374312,C7520384,1/4/89,M,KOHIMA,7632.1,13/8/16,135510,120.0
T930592,C5831622,17/12/83,M,BANGALORE,80.41,11/9/16,164748,679.0
T92773,C2414612,17/10/91,F,THANE,8483.79,27/9/16,184117,750.0
T605168,C7341646,25/6/86,M,GURGAON,22777.56,25/8/16,110114,177.0
T987085,C7822378,20/4/82,M,DELHI,89859.92,15/9/16,235814,3806.0
T1004714,C1622411,26/2/93,F,CHENNAI,204.65,14/9/16,145953,25.0
T377135,C3610740,2/12/80,M,NOIDA,14362.43,13/8/16,134025,394.0
T973768,C3942039,5/4/93,M,CHIKMAGALUR,7277.74,15/9/16,161453,70.0
T847573,C8061169,16/2/74,M,BHIWADI,1170.87,9/9/16,121240,200.0
T839564,C6828187,1/1/1800,M,AMBALA CANTT,102204.43,9/9/16,162319,2078.0
T208717,C3914932,11/8/53,M,BAREILLY,1227027.45,3/9/16,131756,107.0
T218513,C8376089,28/3/83,M,NASHIK,405988.15,7/8/16,3914,1230.0
T171272,C6138138,31/1/86,F,NEW DELHI,305142.03,4/8/16,183508,3760.0
T907647,C6527657,7/12/79,M,JIND,62021.79,12/9/16,61735,60.0
T205222,C3041068,18/2/92,M,E VASAI PALGHAR THANE,36143.42,8/8/16,143456,155.0
T513662,C4657480,17/9/83,M,MUMBAI,13728.98,19/8/16,203703,88.0
T559800,C2610759,4/12/96,M,DUNGARPUR,24021.79,22/8/16,141335,100.0
T106591,C5594859,27/7/84,F,UDAIPUR,50255.86,6/8/16,81206,300.0
T341561,C6819311,15/1/92,M,DELHI,8230.62,15/8/16,213026,230.0
T751628,C3640439,10/3/81,M,NEW DELHI,19099.42,1/9/16,210256,228.78
T437736,C6036992,30/9/85,M,PATIALA,125761.51,17/8/16,225917,1443.0
T369835,C3338669,2/6/93,F,THANE,6455.58,14/8/16,205814,699.0
T828198,C7828079,1/1/1800,F,GURGAON,260.62,4/9/16,160120,5000.0
T781126,C1374149,15/9/95,F,MUMBAI,65356.35,6/9/16,161847,137.18
T253678,C4412678,4/3/48,M,BELGAUM,218937.4,12/8/16,73518,6970.0
T360773,C9023586,24/2/91,F,BANGALORE,1055.9,14/8/16,165454,1000.0
T28080,C8627278,10/7/84,M,AURANGABAD,42691.21,25/9/16,210309,2610.27
T812425,C3530918,15/6/74,M,HYDERABAD,516566.0,4/9/16,200205,1060.0
T92279,C2573225,1/1/1800,M,DEHRADUN,8114.96,22/9/16,135420,305.75
T866343,C3835386,23/10/93,M,DELHI,15692.52,8/9/16,170459,660.0
T317724,C7331348,30/1/86,M,NEW DELHI,3983.38,10/8/16,203353,700.0
T188595,C1213454,23/7/83,M,MUMBAI,812.99,9/8/16,140808,1329.82
T611745,C6721124,2/1/88,M,HALOL,8539.44,26/8/16,81258,99.0
T1041488,C9056178,13/1/73,M,AMBUR VELLORE,6178.0,18/9/16,123848,250.0
T1042836,C1134384,5/12/87,F,NOIDA,493206.75,18/9/16,120648,836.0
T278742,C5130142,3/12/90,M,JAUNPUR,4295.78,11/8/16,112551,100.0
T309117,C2715853,2/5/88,M,BANGALORE,697.15,10/8/16,181119,268.0
T767537,C5113191,29/11/92,M,DELHI,4065.42,1/9/16,41441,350.0
T736465,C3113760,5/7/81,M,NEW DELHI,12039.22,2/9/16,172013,795.0
T208137,C3912470,22/5/87,F,BANGALORE,14685.63,8/8/16,163824,49.0
T1018813,C5337442,2/5/89,M,NORTH 24 PARGANAS,13618.92,13/9/16,212607,680.0
T505742,C4360950,11/4/75,M,KOLKATA,50.3,19/8/16,918,11.0
T63752,C8711155,22/6/88,M,LUDHIANA,19828.45,3/8/16,221319,156.0
T869323,C6439559,12/12/86,F,UTTAR DINAJPUR,295.47,8/9/16,162918,50.0
T510059,C2545565,1/1/1800,M,NEW DELHI,5052.81,19/8/16,111806,1799.66
T542857,C8536854,29/12/92,M,PRAKASAM,5020.07,23/8/16,101149,200.0
T800733,C7642613,4/2/91,F,GUWAHATI,117.93,5/9/16,164527,250.0
T13138,C1226091,8/12/94,M,GURGAON,4583.38,22/9/16,132453,50.0
T314902,C2519114,2/5/88,F,DEHRADUN,112475.73,10/8/16,224217,2743.0
T704038,C6121575,19/7/90,M,PUNE,11379.7,30/8/16,103447,104.95
T1026013,C7219484,2/6/87,M,PUNE,6116.17,13/9/16,153254,225.0
T872099,C4830376,1/8/68,F,DUBAI,74.88,8/9/16,173515,293.0
T539844,C3037538,19/10/94,F,BANGALORE,109297.72,22/8/16,5611,100.0
T1021715,C8699456,5/5/59,M,BANGALORE,7627.61,13/9/16,183558,348.97
T414904,C8511316,16/12/76,F,KOLKATA,190470.42,18/8/16,192809,1260.0
T361072,C8919025,16/2/94,F,CHITTO0R,7594.85,14/8/16,183341,2348.0
T767920,C1010923,11/4/86,F,BANGALORE,16748.07,6/9/16,213359,117.0
T396251,C8871522,12/1/81,M,AHMEDABAD,261064.17,18/8/16,101557,151.0
T192442,C5529683,27/10/93,F,SAMBHAL,58125.63,9/8/16,174805,50.0
T563621,C4882137,30/7/80,M,CHENNAI,31085.67,27/8/16,173509,4770.0
T1040285,C5024557,15/2/93,M,NOIDA,208246.9,18/9/16,142000,2999.0
T1047575,C1039832,17/8/87,M,VADODARA,9847.16,18/9/16,174939,710.0
T839267,C2021463,10/7/83,M,DELHI,35735.12,4/9/16,112556,500.0
T851170,C3628771,1/1/1800,M,NOIDA,438.5,9/9/16,10843,2223.0
T895282,C7735272,30/12/96,M,ALWAR,39670.01,7/9/16,135736,200.0
T982446,C3613043,21/2/73,F,NEW DELHI,91517.95,15/9/16,184421,1000.0
T210294,C1612850,7/5/58,F,GURGAON,6553.94,3/9/16,141552,350.0
T873822,C3917356,4/9/85,F,PUNE,13817.65,8/9/16,191748,199.0
T421233,C1524979,15/8/95,M,MUMBAI,12694.87,17/8/16,101055,110.0
T898609,C1313368,13/9/93,M,CHENNAI,1557.87,7/9/16,102222,800.0
T49933,C7117115,29/1/74,F,MUMBAI,63962.4,3/8/16,143517,4199.0
T686765,C3429489,23/10/90,M,MUMBAI,112.53,30/8/16,71445,50.0
T233097,C2072522,5/9/82,M,GURGAON,69.57,7/8/16,123218,6335.03
T429835,C4722382,1/5/92,F,SEPAHIJALA,92.03,17/8/16,201833,100.0
T427771,C3047288,8/6/73,F,GURGAON,142014.59,17/8/16,172927,178.0
T1098,C4754947,8/7/90,M,DELHI,252836.65,21/10/16,211318,1000.0
T418626,C2878780,29/3/91,F,GURGAON,318888.66,17/8/16,114643,906.0
T667090,C7864832,20/7/88,M,MUMBAI,21874.06,28/8/16,122223,695.0
T658991,C4136936,1/1/1800,M,NEW DELHI,1532848.5,31/8/16,180329,2000.0
T1032336,C4435116,17/10/87,M,NAGPUR,548.04,13/9/16,104008,160.0
T355314,C4831841,2/7/86,F,HYDERABAD,29972.87,14/8/16,143018,626.0
T159354,C7110719,25/8/93,M,BANGALORE,18498.78,4/8/16,91652,100.0
T125631,C7985263,27/10/90,F,ALLAHABAD,17978.45,6/8/16,191959,374.0
T871961,C4021769,15/12/91,M,KANGRA,3823.25,8/9/16,173144,40.0
T777960,C4733829,1/1/94,M,DELHI,7640.11,6/9/16,170007,200.0
T469930,C5139112,16/10/83,M,MUMBAI,64389.91,21/8/16,215144,282.0
T686196,C6623730,13/7/91,M,PUNE,399.97,30/8/16,160443,100.0
T745498,C5228352,20/12/78,M,ZIRAKPUR,70042.55,2/9/16,210616,1813.0
T517834,C8218122,22/4/93,F,GURGAON,4195.05,19/8/16,215306,687.0
T18384,C4338952,9/11/91,F,LATEHAR,21404.84,26/9/16,182640,165.0
T923100,C3221047,13/12/82,M,KOLKATA,7910.56,11/9/16,100135,440.0
T213897,C1713958,16/6/83,M,GREATER NOIDA,143.61,8/8/16,135723,899.0
T41148,C7816061,13/4/87,M,CHENNAI,16900.8,27/9/16,192235,796.0
T690060,C6022464,1/12/93,M,COIMBATORE,22627.54,30/8/16,193446,556.0
T909941,C7425763,9/6/80,M,CHANDIGARH,2100.38,12/9/16,122533,1300.0
T167583,C7459073,20/8/83,M,RANGA REDDY,462.02,4/8/16,202914,411.0
T730516,C4836168,2/1/83,M,ROAD PUNE,353.24,2/9/16,112017,160.0
T812686,C5080852,11/9/91,F,DELHI,104.15,5/9/16,215513,99.0
T657440,C6877617,13/8/89,M,HOWRAH,864.48,31/8/16,142633,35.0
T607481,C6717525,22/6/77,M,BAMBOLIM,246292.37,26/8/16,92200,26455.6
T320442,C7031711,15/6/90,F,GURGAON,6665.14,15/8/16,11809,220.0
T858570,C4133981,7/1/91,F,NAVI MUMBAI,1157.66,8/9/16,83534,300.0
T665944,C5827317,9/7/78,M,AHMEDABAD,844.89,28/8/16,172043,300.0
T597046,C7443041,9/5/85,M,NOIDA,166097.54,25/8/16,132115,1400.0
T564302,C5062129,30/8/86,M,NAGPUR,56186.52,27/8/16,41551,30.0
T1040390,C6532073,23/3/90,M,NASHIK,30186.22,18/9/16,123536,1000.0
T671106,C6929841,1/1/1800,F,MUMBAI,43422.05,28/8/16,200401,15990.0
T112911,C3215134,17/9/85,M,DISTT HOSHIARPUR,20122.41,6/8/16,102839,1310.0
T16409,C5037365,28/9/77,F,BANGALORE,1592988.2,26/9/16,163249,298.0
T124323,C2923649,9/7/73,M,VIJAYAWADA,53180.83,6/8/16,193311,8052.0
T100998,C2711230,11/5/89,M,MUMBAI,44217.57,1/8/16,184454,1390.0
T751427,C3710192,2/5/70,M,ZIRAKPUR,96457.52,1/9/16,203356,459.62
T263490,C7122446,20/3/93,M,REWARI (HARYANA),6173.77,12/8/16,141707,220.0
T1014974,C6032235,26/9/84,M,NASHIK,4140.4,13/9/16,193517,750.0
T111936,C6715172,4/12/93,M,DELHI,71.17,6/8/16,171608,40.0
T281842,C3484891,3/5/85,M,ERNAKULAM,19.62,11/8/16,125422,568.0
T379114,C8824291,4/5/90,M,KANPUR DEHAT,332.45,13/8/16,143915,100.0
T1028207,C5942526,28/9/92,M,GURGAON,18438.54,13/9/16,133116,100.0
T838959,C1939339,14/6/90,F,GURGAON,37903.35,9/9/16,175739,12305.0
T908249,C2637460,1/1/1800,M,MOHALI,39578.78,12/9/16,152119,2325.0
T326872,C8118717,1/1/1800,F,NAVI MUMBAI,1312861.93,15/8/16,124849,100.0
T711829,C8370261,8/7/97,M,KRISHNA DISTRICT,5073.52,3/9/16,174345,798.0
T383711,C5442863,17/1/84,F,LUCKNOW,331304.84,13/8/16,164751,1380.0
T820775,C8984716,27/10/73,M,BANGALORE,53034.37,4/9/16,205150,900.0
T56192,C3722384,10/11/88,M,SAS NAGAR,30528.86,3/8/16,203131,80.0
T972962,C3736658,20/3/81,F,CHANDIGARH,6321.66,10/9/16,104934,460.0
T720507,C8121879,11/11/94,F,NOIDA,10326.11,3/9/16,213541,2238.5
T4511,C8030818,12/7/84,M,MUMBAI,51448.78,23/9/16,190940,340.0
T626109,C5114716,1/1/1800,M,DELHI,42248.73,29/8/16,223526,351.0
T412352,C8616914,27/2/78,M,MUMBAI,36875.62,18/8/16,150416,261.0
T829755,C7019677,1/1/1800,F,NEW DELHI,60213.45,4/9/16,182457,521.0
T601305,C5138350,30/12/91,M,THANE,12081.79,25/8/16,43545,45.0
T248543,C8747114,1/6/89,M,JHAJJAR,41513.05,12/8/16,104954,606.9
T714817,C2911171,10/12/83,M,PANIPAT,5.0,3/9/16,193350,1288.0
T996814,C8222938,10/8/74,M,MUMBAI,270.63,14/9/16,131315,215.0
T726130,C1542427,6/9/89,M,HYDERABAD,725.52,2/9/16,85436,20.0
T534637,C8714614,2/8/89,M,DHARMAPURI,43868.29,24/8/16,193613,5990.0
T832263,C5341979,7/3/74,M,THANE,80554.92,4/9/16,131252,896.0
T222362,C2523025,17/8/84,M,CHENNAI,10944.94,8/8/16,210133,269.0
T27286,C8535522,1/1/1800,M,BHUBANESHWAR,317398.31,25/9/16,201309,2000.0
T64795,C5448788,1/1/1800,M,TIRUPPUR,3132.53,2/8/16,95217,288.0
T1039721,C1733928,2/2/79,F,NAVIMUMBAI,84061.8,18/9/16,160545,802.0
T1013898,C4717672,27/10/79,M,DASUYA,8949.25,14/9/16,224506,200.0
T411464,C6940621,4/8/83,M,THANE,2988.45,18/8/16,183356,30.0
T360671,C2019730,2/5/70,M,BANGALORE,7008.55,14/8/16,203950,154.0
T567879,C1928390,13/11/93,F,AMBALA,911.36,22/8/16,141259,150.0
T503984,C5129867,4/8/90,F,DELHI,6.98,19/8/16,2233,300.0
T891566,C6441446,24/7/84,M,BANGALORE,6094.75,7/9/16,173635,1598.0
T201536,C5927814,25/6/74,M,MUMBAI,12514.22,9/8/16,212420,600.0
T717320,C5422521,6/10/78,M,DELHI,17901.82,3/9/16,190819,260.0
T500992,C1435361,15/3/79,M,CHENNAI,12816.62,20/8/16,200507,469.0
T464842,C3130480,16/11/87,M,COIMBATORE,15163.65,21/8/16,125619,435.0
T70571,C6012379,13/7/80,M,DELHI,237219.19,2/8/16,175322,866.6
T823264,C2713367,14/10/93,M,GURGAON,949.87,4/9/16,204920,190.0
T950402,C5029932,13/9/92,M,HADPSAR I C PUNE,24495.4,11/9/16,235635,248.0
T436947,C2430246,3/9/95,F,NEW DELHI,13.3,17/8/16,214304,180.0
T978398,C6312050,17/8/81,M,PUNE,338455.99,15/9/16,143543,1036.0
T824320,C3728580,9/10/89,M,GURGAON,2229.48,4/9/16,133950,1100.0
T203117,C9024868,29/2/80,M,KOLKATA NEAR COLLEGE MORE KOLKATA,65352.36,8/8/16,123048,670.0
T370291,C2420075,10/7/91,M,GURGAON,10.4,14/8/16,220644,156.0
T995998,C7842723,27/9/90,M,CHENNAI,8532.1,15/9/16,202850,270.0
T922178,C6839164,18/2/71,M,HYDERABAD,77901.41,11/9/16,100358,5623.0
T727908,C4339244,13/8/93,F,HAPUR,2.44,2/9/16,103850,179.0
T302881,C7140786,1/1/1800,F,SECUNDERABAD,161236.76,10/8/16,115837,3700.0
T547460,C1527863,2/8/92,M,CHENNAI,3765.02,23/8/16,194314,200.0
T347101,C3553737,29/6/84,M,GURGAON,20996.26,15/8/16,224508,2791.0
T677337,C5738325,3/6/91,M,DELHI,10.72,28/8/16,193328,2739.0
T878795,C3725655,21/4/93,M,DIBRUGARH,4138.66,7/9/16,223947,30.0
T285235,C7117917,11/6/85,M,CHENNAI,14899.4,11/8/16,115053,240.0
T731517,C6321992,6/6/86,M,NAVI MUMBAI,52690.36,2/9/16,112656,2530.84
T771410,C7719372,4/6/89,M,GURGAON,31216.78,6/9/16,202239,100.0
T68376,C2327950,30/11/89,M,DELHI,43488.48,2/8/16,143027,1834.0
T785741,C4312214,27/1/70,M,PUNE,35189.92,6/9/16,33252,370.0
T1038247,C7450064,24/7/66,F,BANGALORE,11651.02,18/9/16,155337,200.0
T401970,C5727771,25/8/89,M,NAVI MUMBAI,9357.21,18/8/16,155516,305.0
T483600,C9024049,20/4/86,F,BANGALORE,332.53,20/8/16,120424,799.0
T270998,C6231972,14/8/92,M,NEW DELHI,565405.17,12/8/16,221655,1724.0
T169925,C2611831,20/3/88,M,RANGA REDDY,6376.29,4/8/16,162608,269.16
T429005,C4630425,2/7/89,M,GURGAON,2557.58,17/8/16,181820,848.47
T246592,C4131339,19/1/88,M,HUBLI,11369.68,7/8/16,204432,264.0
T702591,C7616131,14/8/80,M,GURGAON,,30/8/16,124549,268.0
T743497,C7216468,19/10/80,M,SURAT,5499.98,1/9/16,212929,1500.0
T124990,C4833337,25/10/92,F,NOIDA,2995.49,6/8/16,191021,730.0
T777269,C7619034,18/10/77,F,NASHIK,12500.26,6/9/16,162104,157.0
T671484,C6739166,1/10/79,M,AGRA,96692.69,28/8/16,194311,962.73
T183434,C6619815,3/8/87,M,BANGALORE,265540.1,9/8/16,120418,2699.0
T701322,C7335433,1/1/80,M,KOLKATA,78.77,30/8/16,144007,669.0
T1041018,C5910368,10/5/74,M,CHENNAI,54904.33,18/9/16,111856,712.0
T871894,C1245987,28/5/92,M,HYDERABAD,1190.02,8/9/16,152235,410.0
T329182,C7042117,25/9/87,M,BHIWADI,4114.97,15/8/16,141118,110.85
T150215,C4037683,1/1/85,M,SULTANPUR,5383.08,4/8/16,81653,20.0
T461639,C8984090,10/4/78,M,BANGALORE,17597.97,16/8/16,213737,1003.75
T603398,C7334333,,M,MUMBAI,1039086.8,26/8/16,163227,2686.0
T12787,C7611340,6/9/74,M,MUMBAI,75192.06,25/9/16,214629,743.0
T596090,C7737747,20/9/83,M,BANGALORE,21608.71,27/8/16,205054,118900.0
T89574,C7726967,27/9/93,F,DELHI,10579.03,1/8/16,133225,192.0
T133246,C6935053,19/6/87,M,GURGAON,3853.03,5/8/16,111608,100.0
T583977,C1789771,29/9/82,F,CHENNAI,8898.71,22/8/16,204327,930.0
T335604,C2915816,25/12/82,M,NEW DELHI,40.92,15/8/16,144505,70.0
T168851,C6935168,28/9/84,F,MUMBAI,11182.8,4/8/16,180401,550.0
T498227,C7913861,1/1/1800,M,DELHI,71491.54,20/8/16,205819,46.0
T867921,C2712526,10/7/94,F,KHAMMAM,31910.83,8/9/16,143215,50.0
T697246,C8342470,18/6/91,F,TRICHY,4667.31,30/8/16,195342,620.0
T159072,C8232267,25/10/80,M,PALGHAR THANE,144967.6,5/8/16,220705,500.0
T359945,C1937653,19/4/81,M,THANE,30378.89,14/8/16,214341,6181.0
T958529,C4022539,11/9/82,F,NOIDA,103023.35,10/9/16,194255,193.0
T985426,C3845313,3/5/89,F,NEW DELHI,139.4,15/9/16,202802,259.0
T419942,C5033040,18/5/77,M,BANGALORE,52177.45,17/8/16,82445,524.0
T96492,C6847218,15/3/89,M,NEW DELHI,24717.04,1/8/16,133857,646.0
T870274,C1130352,3/10/90,F,FARIDABAD,2489.92,8/9/16,172805,1000.0
T196825,C7623291,6/8/96,M,JAIPUR,69.71,9/8/16,200728,303.0
T1001481,C6115171,10/9/60,M,ITANAGAR,12480.93,14/9/16,161613,290.69
T809883,C4570842,13/8/90,F,REWARI (HARYANA),40390.32,5/9/16,205117,850.0
T692870,C3010663,10/9/89,M,MALDA,6.42,31/8/16,204932,175.0
T699098,C7212348,6/8/56,M,DASUYA,3882.02,30/8/16,203425,1245.0
T599161,C1016525,23/12/89,F,NEW DELHI,54830.97,25/8/16,80206,1000.0
T467472,C4421047,14/12/88,F,NAVI MUMBAI,11871.52,21/8/16,173335,3299.0
T732893,C7438815,7/5/82,M,KOLAR - DISTRICT,812.07,2/9/16,144857,100.0
T625835,C2545318,7/9/91,F,TARAKESWAR,11282.26,25/8/16,170327,1999.0
T554722,C2419437,17/5/87,M,PORVORIM,24965.69,24/8/16,141143,200.0
T159324,C2727076,3/12/84,F,ALLAHABAD,275063.15,5/8/16,220236,99999.85
T675804,C1842985,1/1/1800,M,FARIDABAD NIT,10378.39,31/8/16,191645,20000.0
T215991,C3122432,11/11/85,M,SIWAN,822.5,8/8/16,112629,275.0
T266758,C1213215,27/1/84,M,SONIPAT,184747.36,3/9/16,113957,68.0
T675055,C6581831,29/6/84,M,BANGALORE,138901.28,28/8/16,110910,3000.0
T27828,C4216822,15/3/85,M,KOLKATA,97.44,26/9/16,134751,81.0
T215282,C8686512,21/2/94,M,KANYAKUMARI,3571.25,8/8/16,205134,50.0
T323430,C4029466,26/10/80,M,KOLKATA,12750.27,10/8/16,174847,200.0
T416805,C1218136,13/2/93,M,NORTH 24 PARGANAS,12244.64,18/8/16,181027,200.0
T331192,C7017153,1/1/1800,M,RAJKOT,2066.91,15/8/16,152424,4226.0
T272762,C6921023,12/4/81,M,MUMBAI,11313.61,12/8/16,185213,2000.0
T785838,C6534920,14/5/92,F,DELHI,141392.83,6/9/16,94527,600.0
T967593,C8140480,26/1/92,M,DELHI,480.06,10/9/16,155142,152.0
T508558,C8569673,8/2/96,F,BHILWARA,4562.51,19/8/16,164212,359.26
T28265,C3339628,6/3/75,F,GURGAON,126005.89,25/9/16,210631,460.0
T426608,C7227152,2/7/87,M,PRAKASAM,17168.8,17/8/16,175153,132.0
T81572,C1210819,5/10/86,M,MUMBAI,11719.95,2/8/16,233829,1500.0
T1006715,C5141422,24/3/78,M,BANGALORE,2984704.0,14/9/16,204651,3555.0
T16691,C5427044,1/1/1800,M,NEW DELHI,94180.78,26/9/16,175415,1440.0
T856399,C6117533,23/10/93,M,TRICHY,49.26,9/9/16,193441,649.0
T57401,C5525881,3/5/89,F,MOHALI,25615.57,3/8/16,230517,700.0
T969623,C1436334,15/10/82,M,BANGALORE,84.3,10/9/16,85528,200.0
T533109,C8119015,1/1/1800,M,KANPUR,87542.09,23/8/16,205521,889.0
T501659,C2711754,21/11/87,M,PUNE,73.8,20/8/16,194421,309.0
T437565,C7033034,13/7/83,M,GOREGAON W MUMBAI,234.11,17/8/16,214300,435.0
T56262,C2315127,30/3/91,M,DERABASSI,75.26,3/8/16,184239,878.0
T407218,C6024792,26/6/86,M,LUCKNOW,8275.56,18/8/16,203746,3652.0
T402732,C4815852,5/3/85,M,ALWAR,32319.7,18/8/16,184923,762.39
T325983,C7135041,18/1/93,M,DELHI,7565.62,15/8/16,82731,100.0
T515485,C7433720,9/8/91,M,BANGALORE,1175.92,19/8/16,165303,30.0
T926453,C7034469,1/1/75,M,NEW DELHI,5028.64,11/9/16,82055,220.0
T827688,C6634288,14/9/89,F,ERNAKULAM DISTRICT,33230.5,4/9/16,113543,799.0
T887495,C8140743,15/3/90,M,SECUNDERABAD,46852.07,7/9/16,212650,67.0
T1024683,C3739442,31/5/80,F,BANGALORE,6074035.63,13/9/16,52028,29.7
T4288,C2795478,8/1/87,F,BANGALORE,587.83,22/9/16,92114,1470.0
T403327,C4239887,20/3/63,M,BANGALORE,8570.02,18/8/16,192340,2117.0
T508758,C3933787,18/5/91,F,BANGALORE,528660.55,19/8/16,174024,70.0
T926564,C2731526,1/6/81,M,NOIDA,98622.52,11/9/16,131251,2174.0
T279159,C4542576,18/8/80,M,JAIPUR,15579.19,11/8/16,45728,295.0
T669954,C3710783,1/5/83,M,KANGRA,15489.25,31/8/16,90437,101.0
T144691,C6462391,21/8/87,M,INDORE,6076.23,5/8/16,173452,745.03
T304905,C4417738,10/2/83,M,BANUR,6384.95,10/8/16,171631,1199.0
T487787,C7679316,23/11/95,M,PANCHKULA,1337.17,20/8/16,185048,649.0
T826154,C1420434,12/6/85,M,BANGALORE,21326.49,4/9/16,115608,262.22
T586494,C7351352,17/1/74,F,DELHI,110590.0,25/8/16,133901,11678.0
T112386,C6515566,26/10/92,F,KOLKATA,26.71,6/8/16,112420,251.0
T235562,C8642457,25/1/86,M,DELHI,3119.4,7/8/16,150559,282.0
T349072,C5014863,1/1/1800,M,HYDERABAD,33769.17,14/8/16,124109,1000.0
T242626,C2852838,2/6/94,F,NEW DELHI,20415.05,7/8/16,235339,454.0
T966660,C7531268,11/10/84,M,KOLHAPUR,220.88,10/9/16,120755,219.0
T457529,C8015287,28/9/87,M,HYDERABAD,19167.97,21/8/16,104450,1000.0
T345204,C4622166,24/11/96,F,MUMBAI,31.72,14/8/16,809,21.0
T463539,C2829839,28/1/88,F,THANE,32769.49,21/8/16,162427,3914.0
T555454,C7640511,1/1/1800,F,AHMEDABAD,12409.86,22/8/16,112133,426.0
T704317,C6829619,1/7/80,M,AHMEDABAD,65346.34,30/8/16,135054,318.0
T332069,C1415063,2/4/78,M,THANE,210773.21,15/8/16,204757,1319.0
T357051,C7427760,15/6/66,M,AURANGABAD,45541.36,14/8/16,100738,340.0
